Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel,Fuel Type,Dealer/Channel,Market Segment,Promotion/Discounts (%),Customer Income Band,Unit Price
25/01/2023,2023,BMW 2 Series,105730,3,North America,Mexico,Dealership,Diesel,Online,Premium,1.3,Medium,35243.33333
,,,,,,,,,,,,,
26/01/2023,2023,BMW M8,63380,4,Africa,Egypt,Online,Gasoline,Offline,Economy,7.7,Medium,15845
26/01/2023,2023,BMW 7 Series,32594,3,Asia,Japan,Wholesale,Electric,Fleet,Economy,3.7,Medium,10864.66667
26/01/2023,2023,BMW i4,85444,5,Africa,South Africa,Online,Electric,Offline,Economy,4.6,Low,17088.8
26/01/2023,2023,BMW X2,68736,2,Africa,Nigeria,Wholesale,Hybrid,Offline,Premium,2.1,Medium,34368
26/01/2023,2023,BMW 4 Series,59870,5,Asia,China,Online,Gasoline,Offline,Economy,3.9,Low,11974
,,,,,,,,,,,,,
27/01/2023,2023,BMW M5,72368,5,North America,Canada,Wholesale,Electric,Fleet,Economy,4.3,Low,14473.6
28/01/2023,2023,BMW X1,33774,2,South America,Unknown,Online,Diesel,Offline,Economy,6.2,Low,16887
29/01/2023,2023,BMW 2 Series,98305,4,North America,Mexico,Dealership,Diesel,Online,Economy,3.2,Low,24576.25
,,,,,,,,,,,,,
29/01/2023,2023,BMW X2,103916,4,Europe,Spain,Online,Hybrid,Offline,Premium,0,Medium,25979
29/01/2023,2023,BMW 6 Series,94566,3,Africa,Egypt,Wholesale,Gasoline,Offline,Premium,2.7,Low,31522
30/01/2023,2023,BMW 8 Series,99561,5,Asia,India,Wholesale,Gasoline,Fleet,Economy,4.6,Medium,19912.2
30/01/2023,2023,BMW i3,55839,3,North America,Canada,Dealership,Electric,Offline,Economy,9,Medium,18613
30/01/2023,2023,BMW iX,71168,2,South America,Unknown,Dealership,Electric,Offline,Premium,1.5,High,35584
30/01/2023,2023,BMW 1 Series,114560,1,Africa,Egypt,Wholesale,Electric,Offline,Luxury,3.1,High,114560
,,,,,,,,,,,,,
31/01/2023,2023,BMW 1 Series,43550,4,Africa,South Africa,Dealership,Electric,Offline,Economy,8.2,Low,10887.5
,,,,,,,,,,,,,
31/01/2023,2023,BMW iX3,88215,2,Europe,UK,Dealership,Electric,Fleet,Premium,1,High,44107.5
31/01/2023,2023,BMW 2 Series,114021,4,Asia,Japan,Wholesale,Diesel,Offline,Premium,2.9,Medium,28505.25
,,,,,,,,,,,,,
31/01/2023,2023,BMW 3 Series,99142,3,Africa,South Africa,Dealership,Diesel,Offline,Premium,1.9,Medium,33047.33333
,,,,,,,,,,,,,
1/2/2023,2023,BMW 3 Series,117189,1,Asia,Japan,Wholesale,Diesel,Fleet,Luxury,0.2,High,117189
,,,,,,,,,,,,,
1/2/2023,2023,BMW 8 Series,41651,5,North America,Canada,Wholesale,Gasoline,Offline,Economy,9.8,Low,8330.2
3/2/2023,2023,BMW M2,88611,4,South America,Unknown,Online,Electric,Offline,Economy,8.1,Low,22152.75
3/2/2023,2023,BMW M2,36116,5,Asia,India,Wholesale,Electric,Offline,Economy,5.8,Low,7223.2
3/2/2023,2023,BMW X4,118198,3,North America,USA,Online,Electric,Offline,Premium,3.6,High,39399.33333
3/2/2023,2023,BMW 6 Series,113822,4,Europe,France,Dealership,Gasoline,Online,Premium,2.9,Medium,28455.5
4/2/2023,2023,BMW i3,107228,3,South America,Unknown,Online,Electric,Fleet,Premium,2.1,Medium,35742.66667
5/2/2023,2023,BMW M5,41817,5,North America,USA,Dealership,Electric,Offline,Economy,7.2,Low,8363.4
5/2/2023,2023,BMW M3,111119,3,Asia,China,Dealership,Electric,Online,Premium,3.3,Medium,37039.66667
6/2/2023,2023,BMW 2 Series,100880,3,North America,Mexico,Online,Diesel,Fleet,Premium,2.1,Medium,33626.66667
,,,,,,,,,,,,,
6/2/2023,2023,BMW iX,70285,3,Europe,Italy,Online,Electric,Online,Economy,3.8,Low,23428.33333
7/2/2023,2023,BMW 7 Series,34284,2,Africa,Nigeria,Online,Electric,Fleet,Economy,5.5,Low,17142
7/2/2023,2023,BMW M3,37472,2,Asia,Japan,Dealership,Electric,Fleet,Economy,5.4,Low,18736
7/2/2023,2023,BMW 2 Series,93647,4,North America,USA,Dealership,Diesel,Offline,Economy,4.9,Low,23411.75
,,,,,,,,,,,,,
7/2/2023,2023,BMW M8,69782,3,Europe,Germany,Wholesale,Gasoline,Online,Economy,9.8,Low,23260.66667
7/2/2023,2023,BMW i4,106661,3,Asia,South Korea,Dealership,Electric,Fleet,Premium,1.7,Medium,35553.66667
8/2/2023,2023,BMW X1,94551,3,Africa,Nigeria,Online,Diesel,Offline,Premium,1.9,Medium,31517
8/2/2023,2023,BMW X1,63485,2,North America,Mexico,Online,Diesel,Online,Premium,3,Low,31742.5
8/2/2023,2023,BMW Z4,76775,5,Europe,UK,Online,Gasoline,Offline,Economy,9.9,Low,15355
9/2/2023,2023,BMW M5,45973,3,North America,USA,Dealership,Electric,Online,Economy,7,Medium,15324.33333
9/2/2023,2023,BMW 4 Series,65777,1,Africa,Egypt,Online,Gasoline,Offline,Luxury,2.9,High,65777
,,,,,,,,,,,,,
9/2/2023,2023,BMW iX,106181,4,Asia,South Korea,Dealership,Electric,Online,Premium,1.4,High,26545.25
10/2/2023,2023,BMW 5 Series,32634,2,Africa,Nigeria,Online,Hybrid,Fleet,Economy,9.1,Medium,16317
10/2/2023,2023,BMW 8 Series,57653,5,Europe,Spain,Dealership,Gasoline,Fleet,Economy,8.7,Medium,11530.6
11/2/2023,2023,BMW 7 Series,106345,1,Europe,UK,Dealership,Electric,Offline,Luxury,1.1,High,106345
11/2/2023,2023,BMW M8,63756,3,Africa,Nigeria,Wholesale,Gasoline,Fleet,Economy,4.1,Low,21252
11/2/2023,2023,BMW iX3,75854,2,Europe,Germany,Dealership,Electric,Offline,Premium,3.4,Medium,37927
12/2/2023,2023,BMW iX,32057,3,Asia,Japan,Dealership,Electric,Fleet,Economy,5.6,Low,10685.66667
12/2/2023,2023,BMW i3,46220,4,Africa,South Africa,Dealership,Electric,Offline,Economy,4.3,Medium,11555
13/02/2023,2023,BMW X6,34509,2,Africa,Nigeria,Wholesale,Diesel,Offline,Economy,6.8,Low,17254.5
13/02/2023,2023,BMW X5,113890,1,Africa,Nigeria,Wholesale,Hybrid,Offline,Luxury,2.9,High,113890
14/02/2023,2023,BMW 1 Series,96083,5,South America,Unknown,Online,Electric,Offline,Economy,8.4,Medium,19216.6
,,,,,,,,,,,,,
14/02/2023,2023,BMW 8 Series,92876,5,South America,Unknown,Dealership,Gasoline,Fleet,Economy,8,Low,18575.2
15/02/2023,2023,BMW X4,117581,4,Europe,Spain,Online,Electric,Offline,Premium,2.8,Medium,29395.25
15/02/2023,2023,BMW i3,101922,5,South America,Unknown,Wholesale,Electric,Offline,Economy,9.6,Low,20384.4
15/02/2023,2023,BMW 4 Series,79641,5,Europe,Italy,Online,Gasoline,Offline,Economy,6.2,Medium,15928.2
,,,,,,,,,,,,,
16/02/2023,2023,BMW 2 Series,59063,4,Asia,China,Wholesale,Diesel,Offline,Economy,8.3,Medium,14765.75
,,,,,,,,,,,,,
16/02/2023,2023,BMW X6,85258,1,Europe,UK,Dealership,Diesel,Fleet,Luxury,3.8,High,85258
17/02/2023,2023,BMW iX,98867,2,North America,Mexico,Wholesale,Electric,Offline,Luxury,3.1,High,49433.5
17/02/2023,2023,BMW M3,65435,2,Africa,South Africa,Wholesale,Electric,Fleet,Premium,1.7,High,32717.5
18/02/2023,2023,BMW M4,103709,4,Asia,Japan,Dealership,Gasoline,Online,Premium,1.6,Medium,25927.25
18/02/2023,2023,BMW M2,53806,3,Europe,UK,Online,Electric,Offline,Economy,8.2,Low,17935.33333
19/02/2023,2023,BMW 6 Series,55278,4,South America,Unknown,Dealership,Gasoline,Offline,Economy,4.3,Low,13819.5
19/02/2023,2023,BMW M5,81738,4,North America,USA,Online,Electric,Fleet,Economy,3.9,Medium,20434.5
19/02/2023,2023,BMW i8,119944,4,Europe,Germany,Dealership,Electric,Offline,Premium,0.3,Medium,29986
19/02/2023,2023,BMW 6 Series,79383,4,Europe,Germany,Wholesale,Gasoline,Online,Economy,7.3,Medium,19845.75
20/02/2023,2023,BMW M4,97891,5,Europe,Spain,Wholesale,Gasoline,Offline,Economy,8.6,Medium,19578.2
21/02/2023,2023,BMW i8,50405,5,North America,Canada,Wholesale,Electric,Offline,Economy,7.8,Low,10081
22/02/2023,2023,BMW M8,111622,1,Africa,Egypt,Wholesale,Gasoline,Offline,Luxury,2.2,High,111622
22/02/2023,2023,BMW Z4,63268,4,South America,Unknown,Dealership,Gasoline,Offline,Economy,8.4,Medium,15817
23/02/2023,2023,BMW Z4,86195,2,South America,Unknown,Dealership,Gasoline,Offline,Premium,3.5,Medium,43097.5
23/02/2023,2023,BMW M4,80338,3,North America,Mexico,Online,Gasoline,Offline,Premium,1.8,Medium,26779.33333
24/02/2023,2023,BMW Z4,118333,5,Africa,Egypt,Wholesale,Gasoline,Online,Economy,5.6,Low,23666.6
24/02/2023,2023,BMW 4 Series,71074,2,Africa,South Africa,Online,Gasoline,Fleet,Premium,2.7,Low,35537
,,,,,,,,,,,,,
25/02/2023,2023,BMW X2,113795,5,South America,Unknown,Online,Hybrid,Offline,Economy,3.3,Medium,22759
25/02/2023,2023,BMW X6,97494,1,Europe,UK,Dealership,Diesel,Fleet,Luxury,1.9,High,97494
25/02/2023,2023,BMW M3,77083,3,South America,Unknown,Dealership,Electric,Offline,Premium,2.9,Medium,25694.33333
25/02/2023,2023,BMW X4,61518,5,Asia,South Korea,Dealership,Electric,Offline,Economy,4.8,Low,12303.6
27/02/2023,2023,BMW iX,94940,3,Africa,Nigeria,Dealership,Electric,Fleet,Premium,1,Medium,31646.66667
27/02/2023,2023,BMW iX,48394,3,Africa,Nigeria,Dealership,Electric,Offline,Economy,7.5,Low,16131.33333
27/02/2023,2023,BMW 2 Series,105043,2,South America,Unknown,Online,Diesel,Offline,Luxury,0.4,Medium,52521.5
,,,,,,,,,,,,,
28/02/2023,2023,BMW iX3,97262,5,Asia,India,Wholesale,Electric,Online,Economy,9.1,Low,19452.4
28/02/2023,2023,BMW X1,67252,3,Europe,France,Wholesale,Diesel,Fleet,Economy,8.2,Low,22417.33333
28/02/2023,2023,BMW 2 Series,106821,4,South America,Unknown,Online,Diesel,Offline,Premium,0.7,High,26705.25
,,,,,,,,,,,,,
1/3/2023,2023,BMW 5 Series,99126,3,Africa,Egypt,Online,Hybrid,Offline,Premium,0.3,Medium,33042
1/3/2023,2023,BMW X7,41151,3,Europe,Italy,Online,Gasoline,Offline,Economy,8.1,Medium,13717
1/3/2023,2023,BMW M3,69708,5,South America,Unknown,Wholesale,Electric,Offline,Economy,3.8,High,13941.6
2/3/2023,2023,BMW X2,59472,4,North America,Canada,Dealership,Hybrid,Fleet,Economy,5.9,Low,14868
2/3/2023,2023,BMW X5,50428,3,South America,Unknown,Wholesale,Hybrid,Offline,Economy,4.1,Medium,16809.33333
2/3/2023,2023,BMW X4,88896,5,Europe,Italy,Wholesale,Electric,Online,Economy,7.8,Low,17779.2
2/3/2023,2023,BMW 5 Series,108655,5,Europe,Spain,Online,Hybrid,Online,Economy,4,Low,21731
3/3/2023,2023,BMW 1 Series,30076,3,South America,Unknown,Wholesale,Electric,Offline,Economy,8.9,Low,10025.33333
,,,,,,,,,,,,,
4/3/2023,2023,BMW iX,70770,1,Africa,Nigeria,Online,Electric,Offline,Luxury,0.4,High,70770
4/3/2023,2023,BMW X7,86812,1,South America,Unknown,Wholesale,Gasoline,Offline,Luxury,0.6,High,86812
4/3/2023,2023,BMW iX3,74894,2,Africa,Nigeria,Dealership,Electric,Offline,Premium,1.8,Medium,37447
5/3/2023,2023,BMW Z4,37404,1,North America,Canada,Wholesale,Gasoline,Offline,Premium,2.6,Medium,37404
5/3/2023,2023,BMW M8,68930,1,Asia,Japan,Dealership,Gasoline,Offline,Luxury,0.9,High,68930
6/3/2023,2023,BMW 2 Series,61594,5,South America,Unknown,Online,Diesel,Offline,Economy,5.2,Low,12318.8
,,,,,,,,,,,,,
7/3/2023,2023,BMW i3,37288,5,North America,Canada,Dealership,Electric,Fleet,Economy,3.5,Medium,7457.6
7/3/2023,2023,BMW M2,106803,3,Africa,Egypt,Dealership,Electric,Offline,Premium,2.3,Medium,35601
9/3/2023,2023,BMW 6 Series,81235,3,North America,Canada,Wholesale,Gasoline,Offline,Premium,2.2,High,27078.33333
9/3/2023,2023,BMW M8,35605,5,Africa,Nigeria,Dealership,Gasoline,Offline,Economy,7.9,Low,7121
9/3/2023,2023,BMW 7 Series,111462,3,North America,Mexico,Online,Electric,Online,Premium,1.4,Medium,37154
9/3/2023,2023,BMW 1 Series,58821,5,South America,Unknown,Online,Electric,Fleet,Economy,7.6,Low,11764.2
,,,,,,,,,,,,,
10/3/2023,2023,BMW 7 Series,85305,1,North America,Mexico,Dealership,Electric,Offline,Luxury,2.8,High,85305
10/3/2023,2023,BMW 3 Series,119468,3,Asia,South Korea,Wholesale,Diesel,Online,Premium,3.9,Medium,39822.66667
,,,,,,,,,,,,,
10/3/2023,2023,BMW 6 Series,70194,1,Africa,South Africa,Online,Gasoline,Offline,Luxury,1,High,70194
10/3/2023,2023,BMW 3 Series,110000,2,Africa,Egypt,Online,Diesel,Offline,Luxury,1.1,High,55000
,,,,,,,,,,,,,
10/3/2023,2023,BMW 2 Series,53461,3,Asia,South Korea,Dealership,Diesel,Offline,Economy,3.9,Low,17820.33333
,,,,,,,,,,,,,
11/3/2023,2023,BMW X2,57446,5,North America,Canada,Wholesale,Hybrid,Offline,Economy,5.2,Medium,11489.2
12/3/2023,2023,BMW X6,63712,5,Africa,South Africa,Wholesale,Diesel,Offline,Economy,6.2,Medium,12742.4
12/3/2023,2023,BMW Z4,93948,2,Europe,France,Online,Gasoline,Offline,Premium,2.7,High,46974
13/03/2023,2023,BMW i4,105973,5,South America,Unknown,Wholesale,Electric,Offline,Economy,8.7,Low,21194.6
13/03/2023,2023,BMW i3,90503,1,Africa,Nigeria,Online,Electric,Offline,Luxury,2.9,Medium,90503
13/03/2023,2023,BMW Z4,116538,5,Asia,China,Online,Gasoline,Offline,Economy,8,Low,23307.6
13/03/2023,2023,BMW X3,73050,2,Europe,UK,Dealership,Diesel,Fleet,Premium,1.5,Low,36525
13/03/2023,2023,BMW i8,110908,4,North America,Canada,Dealership,Electric,Offline,Premium,1.8,Medium,27727
13/03/2023,2023,BMW 3 Series,63375,4,Africa,South Africa,Online,Diesel,Online,Economy,8.3,Low,15843.75
,,,,,,,,,,,,,
14/03/2023,2023,BMW iX3,44096,1,North America,USA,Wholesale,Electric,Online,Premium,2.9,Low,44096
14/03/2023,2023,BMW iX3,50578,4,North America,Canada,Wholesale,Electric,Offline,Economy,4.1,Low,12644.5
15/03/2023,2023,BMW X5,115030,5,North America,USA,Online,Hybrid,Fleet,Economy,7,Medium,23006
15/03/2023,2023,BMW 3 Series,88958,2,Europe,Germany,Wholesale,Diesel,Online,Premium,2.7,Low,44479
,,,,,,,,,,,,,
15/03/2023,2023,BMW i8,85803,1,Africa,Nigeria,Online,Electric,Fleet,Luxury,0.3,High,85803
16/03/2023,2023,BMW X2,60289,4,Africa,Egypt,Dealership,Hybrid,Fleet,Economy,6.5,Medium,15072.25
16/03/2023,2023,BMW Z4,47977,5,South America,Unknown,Dealership,Gasoline,Offline,Economy,8.4,Low,9595.4
17/03/2023,2023,BMW i3,58962,5,North America,Canada,Online,Electric,Fleet,Economy,8.2,Low,11792.4
17/03/2023,2023,BMW X5,32665,3,North America,Mexico,Online,Hybrid,Online,Economy,7.4,High,10888.33333
17/03/2023,2023,BMW X7,37377,3,Europe,Germany,Dealership,Gasoline,Fleet,Economy,4.7,Medium,12459
18/03/2023,2023,BMW Z4,91338,2,Asia,Japan,Online,Gasoline,Offline,Premium,0.7,High,45669
18/03/2023,2023,BMW X3,105121,1,North America,Canada,Online,Diesel,Offline,Luxury,0.1,High,105121
18/03/2023,2023,BMW M3,40683,4,Africa,South Africa,Online,Electric,Fleet,Economy,7.2,Low,10170.75
18/03/2023,2023,BMW 4 Series,88014,4,North America,Canada,Wholesale,Gasoline,Offline,Economy,4.3,Low,22003.5
,,,,,,,,,,,,,
19/03/2023,2023,BMW iX,115907,5,Asia,China,Wholesale,Electric,Online,Economy,7.1,Low,23181.4
20/03/2023,2023,BMW M8,36511,4,South America,Unknown,Online,Gasoline,Offline,Economy,5.8,Low,9127.75
20/03/2023,2023,BMW X7,38911,2,Africa,Egypt,Online,Gasoline,Fleet,Economy,10,Low,19455.5
20/03/2023,2023,BMW X2,43950,3,Asia,Japan,Online,Hybrid,Offline,Economy,10,Low,14650
20/03/2023,2023,BMW X4,35973,5,North America,USA,Online,Electric,Offline,Economy,5.5,Low,7194.6
20/03/2023,2023,BMW M2,83537,1,South America,Unknown,Dealership,Electric,Offline,Luxury,1.1,High,83537
21/03/2023,2023,BMW iX3,74549,5,Africa,Egypt,Dealership,Electric,Offline,Economy,7.5,Low,14909.8
21/03/2023,2023,BMW X4,43790,4,South America,Unknown,Dealership,Electric,Offline,Economy,3.2,Low,10947.5
22/03/2023,2023,BMW M4,116649,2,North America,Mexico,Dealership,Gasoline,Fleet,Luxury,3.8,High,58324.5
22/03/2023,2023,BMW 2 Series,94936,1,Asia,Japan,Dealership,Diesel,Online,Luxury,3.2,High,94936
,,,,,,,,,,,,,
23/03/2023,2023,BMW X4,39868,5,Africa,South Africa,Online,Electric,Offline,Economy,6.1,Medium,7973.6
23/03/2023,2023,BMW X1,110220,4,South America,Unknown,Dealership,Diesel,Fleet,Premium,3.7,Medium,27555
23/03/2023,2023,BMW i4,119579,5,South America,Unknown,Dealership,Electric,Offline,Economy,3.3,Low,23915.8
24/03/2023,2023,BMW iX,64828,1,Africa,Nigeria,Wholesale,Electric,Offline,Luxury,1.8,High,64828
24/03/2023,2023,BMW X4,97762,4,Africa,Nigeria,Wholesale,Electric,Offline,Economy,8.3,Low,24440.5
24/03/2023,2023,BMW 2 Series,42017,3,South America,Unknown,Online,Diesel,Offline,Economy,5.3,Low,14005.66667
,,,,,,,,,,,,,
24/03/2023,2023,BMW X3,64533,1,North America,USA,Dealership,Diesel,Online,Luxury,0.6,High,64533
24/03/2023,2023,BMW iX,46333,3,Africa,Nigeria,Dealership,Electric,Offline,Economy,5.5,Low,15444.33333
25/03/2023,2023,BMW X6,114935,3,Africa,Egypt,Online,Diesel,Offline,Premium,1,Medium,38311.66667
25/03/2023,2023,BMW iX3,111096,4,North America,USA,Wholesale,Electric,Offline,Premium,0.1,Medium,27774
25/03/2023,2023,BMW 5 Series,61230,5,Europe,UK,Wholesale,Hybrid,Offline,Economy,6.3,Low,12246
26/03/2023,2023,BMW i4,65949,5,Asia,Japan,Wholesale,Electric,Online,Economy,6.5,Low,13189.8
26/03/2023,2023,BMW X2,104613,2,North America,USA,Online,Hybrid,Offline,Luxury,1.9,High,52306.5
26/03/2023,2023,BMW 7 Series,84833,1,Asia,China,Wholesale,Electric,Offline,Luxury,0.6,High,84833
26/03/2023,2023,BMW M5,119782,1,Asia,China,Dealership,Electric,Offline,Luxury,0.6,High,119782
26/03/2023,2023,BMW iX3,65674,4,Asia,India,Dealership,Electric,Offline,Economy,9.3,Medium,16418.5
27/03/2023,2023,BMW X4,82599,4,South America,Unknown,Online,Electric,Offline,Economy,5,Low,20649.75
27/03/2023,2023,BMW 8 Series,102941,2,Asia,China,Wholesale,Gasoline,Offline,Luxury,2.4,High,51470.5
28/03/2023,2023,BMW i8,119694,2,Africa,Nigeria,Dealership,Electric,Offline,Luxury,2.1,High,59847
29/03/2023,2023,BMW X6,59415,3,Asia,India,Online,Diesel,Offline,Economy,3.3,Medium,19805
29/03/2023,2023,BMW X2,38348,2,North America,USA,Online,Hybrid,Offline,Economy,6.1,Low,19174
30/03/2023,2023,BMW 5 Series,105888,5,Africa,Egypt,Wholesale,Hybrid,Offline,Economy,3.6,Low,21177.6
30/03/2023,2023,BMW M3,88335,3,South America,Unknown,Online,Electric,Online,Premium,1,Medium,29445
30/03/2023,2023,BMW X6,63379,2,South America,Unknown,Wholesale,Diesel,Offline,Premium,0.8,Low,31689.5
30/03/2023,2023,BMW X1,64422,5,Europe,Germany,Wholesale,Diesel,Online,Economy,6.2,Medium,12884.4
31/03/2023,2023,BMW i4,49088,5,North America,Canada,Online,Electric,Online,Economy,5.2,Low,9817.6
31/03/2023,2023,BMW 1 Series,117843,3,Europe,Italy,Online,Electric,Online,Premium,1.1,Medium,39281
,,,,,,,,,,,,,
31/03/2023,2023,BMW 8 Series,82191,3,Africa,Nigeria,Dealership,Gasoline,Fleet,Premium,1.5,High,27397
31/03/2023,2023,BMW M8,58833,5,North America,Mexico,Dealership,Gasoline,Fleet,Economy,4.9,Low,11766.6
31/03/2023,2023,BMW X1,47428,4,Europe,Spain,Wholesale,Diesel,Fleet,Economy,5.5,Low,11857
31/03/2023,2023,BMW 7 Series,68199,3,Asia,India,Wholesale,Electric,Online,Economy,9.2,Low,22733
31/03/2023,2023,BMW M8,78960,1,Africa,Nigeria,Online,Gasoline,Offline,Luxury,2.3,High,78960
1/4/2023,2023,BMW 4 Series,82616,4,South America,Unknown,Wholesale,Gasoline,Fleet,Economy,4.3,Medium,20654
,,,,,,,,,,,,,
1/4/2023,2023,BMW iX3,90572,1,Africa,Nigeria,Wholesale,Electric,Offline,Luxury,1.2,High,90572
1/4/2023,2023,BMW X3,91645,2,North America,Mexico,Dealership,Diesel,Online,Premium,2.8,Medium,45822.5
2/4/2023,2023,BMW X3,72980,3,Asia,India,Dealership,Diesel,Offline,Economy,4.5,Low,24326.66667
2/4/2023,2023,BMW 8 Series,64850,3,Asia,Japan,Dealership,Gasoline,Online,Economy,3.1,High,21616.66667
2/4/2023,2023,BMW M4,65751,5,Africa,South Africa,Dealership,Gasoline,Offline,Economy,8.5,Medium,13150.2
2/4/2023,2023,BMW X1,31267,3,South America,Unknown,Online,Diesel,Offline,Economy,4,Medium,10422.33333
3/4/2023,2023,BMW 7 Series,77401,1,South America,Unknown,Dealership,Electric,Offline,Luxury,3.5,High,77401
3/4/2023,2023,BMW X1,107930,4,Africa,South Africa,Dealership,Diesel,Fleet,Premium,3.1,Medium,26982.5
3/4/2023,2023,BMW X3,64889,2,Europe,UK,Wholesale,Diesel,Offline,Premium,3.7,Medium,32444.5
4/4/2023,2023,BMW 6 Series,82062,4,Asia,India,Dealership,Gasoline,Fleet,Economy,5.1,High,20515.5
5/4/2023,2023,BMW 3 Series,60475,1,Europe,Germany,Wholesale,Diesel,Online,Luxury,1.8,High,60475
,,,,,,,,,,,,,
5/4/2023,2023,BMW 1 Series,69767,2,Asia,Japan,Wholesale,Electric,Online,Premium,2.8,High,34883.5
,,,,,,,,,,,,,
5/4/2023,2023,BMW Z4,93056,5,Africa,South Africa,Dealership,Gasoline,Fleet,Economy,9,Medium,18611.2
6/4/2023,2023,BMW Z4,44003,3,Africa,Egypt,Wholesale,Gasoline,Offline,Economy,5.4,Low,14667.66667
6/4/2023,2023,BMW 5 Series,58787,3,Europe,UK,Online,Hybrid,Fleet,Economy,3.8,Low,19595.66667
6/4/2023,2023,BMW X7,72154,5,Africa,Nigeria,Wholesale,Gasoline,Offline,Economy,5.6,Low,14430.8
6/4/2023,2023,BMW M3,109199,1,Asia,Japan,Wholesale,Electric,Offline,Luxury,1.6,High,109199
6/4/2023,2023,BMW M5,105923,5,Asia,India,Online,Electric,Online,Economy,4.9,Medium,21184.6
6/4/2023,2023,BMW X3,61716,1,North America,Mexico,Wholesale,Diesel,Offline,Luxury,2.4,High,61716
6/4/2023,2023,BMW i4,95152,2,North America,Mexico,Online,Electric,Online,Premium,2.2,Medium,47576
6/4/2023,2023,BMW 5 Series,39849,4,Asia,South Korea,Dealership,Hybrid,Offline,Economy,3.8,Low,9962.25
7/4/2023,2023,BMW X2,110350,4,North America,USA,Wholesale,Hybrid,Offline,Premium,1.2,Medium,27587.5
7/4/2023,2023,BMW 2 Series,63545,5,North America,Canada,Online,Diesel,Fleet,Economy,5.5,Low,12709
,,,,,,,,,,,,,
7/4/2023,2023,BMW 8 Series,54774,3,South America,Unknown,Wholesale,Gasoline,Offline,Economy,3.9,Low,18258
8/4/2023,2023,BMW 6 Series,86558,5,South America,Unknown,Wholesale,Gasoline,Offline,Economy,6.7,Low,17311.6
9/4/2023,2023,BMW X3,62161,3,Africa,South Africa,Dealership,Diesel,Offline,Economy,4.8,Low,20720.33333
9/4/2023,2023,BMW 6 Series,117951,5,Asia,China,Online,Gasoline,Offline,Economy,8,Low,23590.2
10/4/2023,2023,BMW 8 Series,95138,5,Europe,Germany,Online,Gasoline,Fleet,Economy,5.2,Low,19027.6
10/4/2023,2023,BMW i8,104548,4,South America,Unknown,Wholesale,Electric,Fleet,Premium,0.4,High,26137
10/4/2023,2023,BMW 1 Series,112158,3,Europe,Germany,Dealership,Electric,Fleet,Premium,1.8,High,37386
,,,,,,,,,,,,,
10/4/2023,2023,BMW M2,36716,4,North America,Mexico,Wholesale,Electric,Offline,Economy,8.1,Low,9179
10/4/2023,2023,BMW X3,72706,3,Europe,Spain,Dealership,Diesel,Fleet,Economy,8.5,Medium,24235.33333
11/4/2023,2023,BMW X4,49703,2,Asia,China,Wholesale,Electric,Offline,Economy,9.9,Medium,24851.5
11/4/2023,2023,BMW X4,104305,2,Africa,Nigeria,Dealership,Electric,Offline,Luxury,0.2,High,52152.5
11/4/2023,2023,BMW M3,36228,2,Europe,France,Dealership,Electric,Fleet,Economy,3.7,Low,18114
11/4/2023,2023,BMW X4,47798,1,Africa,Nigeria,Dealership,Electric,Fleet,Premium,2.7,Low,47798
12/4/2023,2023,BMW iX,70494,4,North America,Canada,Dealership,Electric,Fleet,Economy,3.5,Medium,17623.5
12/4/2023,2023,BMW i8,30818,4,Africa,Egypt,Online,Electric,Offline,Economy,4.5,High,7704.5
13/04/2023,2023,BMW M3,33590,2,South America,Unknown,Online,Electric,Offline,Economy,3.7,Medium,16795
13/04/2023,2023,BMW iX3,46205,5,North America,USA,Online,Electric,Offline,Economy,5.3,Medium,9241
14/04/2023,2023,BMW X1,83105,4,Africa,Nigeria,Wholesale,Diesel,Online,Economy,6.6,Low,20776.25
14/04/2023,2023,BMW M5,45569,3,South America,Unknown,Wholesale,Electric,Offline,Economy,8.8,High,15189.66667
15/04/2023,2023,BMW 8 Series,118619,4,Africa,Nigeria,Wholesale,Gasoline,Fleet,Premium,1.8,High,29654.75
15/04/2023,2023,BMW i3,113750,4,Europe,Germany,Dealership,Electric,Online,Premium,2,Medium,28437.5
15/04/2023,2023,BMW 4 Series,89051,3,Africa,South Africa,Wholesale,Gasoline,Offline,Premium,0.7,Medium,29683.66667
,,,,,,,,,,,,,
15/04/2023,2023,BMW X5,34019,2,South America,Unknown,Online,Hybrid,Online,Economy,9,High,17009.5
15/04/2023,2023,BMW X5,110824,2,Asia,India,Dealership,Hybrid,Online,Luxury,0.7,High,55412
16/04/2023,2023,BMW iX,109152,3,Europe,France,Dealership,Electric,Offline,Premium,2,Low,36384
16/04/2023,2023,BMW i3,75487,4,Africa,Nigeria,Dealership,Electric,Offline,Economy,8,Medium,18871.75
17/04/2023,2023,BMW 1 Series,58875,4,North America,Canada,Dealership,Electric,Offline,Economy,3.9,Low,14718.75
,,,,,,,,,,,,,
17/04/2023,2023,BMW 6 Series,51459,2,North America,Mexico,Wholesale,Gasoline,Online,Premium,2.5,Medium,25729.5
17/04/2023,2023,BMW 6 Series,46010,1,Africa,Nigeria,Dealership,Gasoline,Offline,Premium,4,Medium,46010
18/04/2023,2023,BMW iX3,37739,2,South America,Unknown,Dealership,Electric,Offline,Economy,9.8,Low,18869.5
